job_id,job_title,salary_usd,employment_type,company_location,is_remote,employee_location,job_skills,degree_required,posting_date,company_name,has_target,salary_tier,degree_flag
2859,Data Analyst,85957,PT,United States,True,United States,"['PyTorch', 'Azure', 'TensorFlow', 'Git']",PhD,2025-01-27,Predictive Systems,False,Mid,degree required
2918,Data Analyst,85465,FT,Netherlands,True,India,"['Python', 'Spark', 'Deep Learning', 'Linux', 'TensorFlow']",Associate,2024-04-30,Future Systems,True,Mid,degree required
2946,Data Analyst,150858,FT,Denmark,True,Ireland,"['Python', 'R', 'Spark', 'Scala', 'Deep Learning']",Master,2024-12-12,Algorithmic Solutions,True,High,degree required
2961,Data Analyst,126620,FL,Germany,True,United States,"['Statistics', 'TensorFlow', 'Hadoop', 'GCP']",Master,2024-08-11,Neural Networks Co,False,High,degree required
2970,Data Analyst,72958,FL,Israel,True,Israel,"['NLP', 'Azure', 'GCP']",Bachelor,2025-01-22,Advanced Robotics,False,Mid,degree required
2976,Data Analyst,121287,CT,South Korea,True,South Korea,"['Linux', 'Docker', 'TensorFlow', 'Git']",Bachelor,2024-02-14,Cognitive Computing,False,High,degree required
2999,Data Analyst,75039,CT,Netherlands,True,Netherlands,"['Linux', 'R', 'TensorFlow', 'NLP', 'Statistics']",PhD,2024-11-08,Predictive Systems,False,Mid,degree required
3005,Data Analyst,97576,CT,Sweden,False,Sweden,"['R', 'Data Visualization', 'Scala']",PhD,2024-03-19,Future Systems,False,Mid,degree required
3008,Data Analyst,262655,CT,Switzerland,True,Switzerland,"['Git', 'PyTorch', 'NLP', 'Tableau', 'Docker']",Master,2024-12-01,Digital Transformation LLC,True,High,degree required
3026,Data Analyst,89648,FT,France,False,France,"['AWS', 'GCP', 'SQL', 'TensorFlow', 'Tableau']",Associate,2024-02-02,Autonomous Tech,True,Mid,degree required
3030,Data Analyst,78623,FL,Sweden,True,Sweden,"['GCP', 'Scala', 'Java']",Master,2024-02-03,DataVision Ltd,False,Mid,degree required
3084,Data Analyst,82319,FL,Ireland,False,Ireland,"['Linux', 'AWS', 'Azure', 'Data Visualization']",Bachelor,2024-10-12,DeepTech Ventures,False,Mid,degree required
3091,Data Analyst,134623,FT,Netherlands,False,Netherlands,"['NLP', 'Computer Vision', 'Hadoop', 'Docker', 'Java']",Master,2024-09-20,DeepTech Ventures,False,High,degree required
3124,Data Analyst,128650,FT,Singapore,True,Singapore,"['TensorFlow', 'Git', 'Mathematics', 'Deep Learning', 'Tableau']",Associate,2025-02-28,Cognitive Computing,True,High,degree required
3140,Data Analyst,106326,FL,Germany,False,Germany,"['Mathematics', 'Kubernetes', 'Azure', 'Git', 'NLP']",PhD,2024-09-01,AI Innovations,False,High,degree required
3154,Data Analyst,191672,CT,Switzerland,True,China,"['Docker', 'Data Visualization', 'Tableau', 'Deep Learning', 'GCP']",Bachelor,2024-10-02,AI Innovations,True,High,degree required
3212,Data Analyst,172315,CT,Sweden,True,Sweden,"['PyTorch', 'Statistics', 'Tableau', 'TensorFlow', 'Computer Vision']",Master,2024-07-21,Digital Transformation LLC,True,High,degree required
3217,Data Analyst,179215,PT,Germany,True,Australia,"['Java', 'PyTorch', 'Tableau', 'GCP', 'MLOps']",Associate,2024-02-17,Autonomous Tech,True,High,degree required
3222,Data Analyst,136484,FT,Germany,False,Germany,"['Python', 'Git', 'Mathematics', 'TensorFlow', 'AWS']",Associate,2024-07-10,Neural Networks Co,True,High,degree required
3246,Data Analyst,48050,FL,China,True,China,"['GCP', 'Azure', 'Kubernetes', 'Python']",Bachelor,2024-08-19,Smart Analytics,True,Low,degree required
3281,Data Analyst,160736,PT,Switzerland,False,Switzerland,"['Git', 'SQL', 'Java']",Bachelor,2024-02-17,AI Innovations,True,High,degree required
3297,Data Analyst,220844,PT,Switzerland,True,Australia,"['Hadoop', 'Python', 'Kubernetes']",Master,2024-01-17,Neural Networks Co,True,High,degree required
3309,Data Analyst,148096,FL,Canada,False,Austria,"['Docker', 'Java', 'Computer Vision', 'Statistics', 'Git']",Master,2025-02-11,DeepTech Ventures,False,High,degree required
3313,Data Analyst,150069,PT,Singapore,False,Singapore,"['PyTorch', 'Python', 'Mathematics', 'Scala']",PhD,2025-01-25,TechCorp Inc,True,High,degree required
3336,Data Analyst,117279,PT,Sweden,True,Sweden,"['Data Visualization', 'Git', 'Python']",Bachelor,2025-03-02,Quantum Computing Inc,True,High,degree required
3379,Data Analyst,65532,CT,Austria,False,Austria,"['Kubernetes', 'Data Visualization', 'Spark', 'Scala']",PhD,2024-05-17,Advanced Robotics,False,Mid,degree required
3388,Data Analyst,101052,FT,Canada,True,United Kingdom,"['GCP', 'Tableau', 'PyTorch']",Bachelor,2024-10-28,DataVision Ltd,True,High,degree required
3396,Data Analyst,119251,FL,United Kingdom,False,Ireland,"['Azure', 'AWS', 'Mathematics', 'Data Visualization']",Master,2024-03-19,Future Systems,False,High,degree required
3409,Data Analyst,123488,PT,Ireland,True,Ireland,"['Scala', 'MLOps', 'PyTorch', 'NLP', 'Data Visualization']",Bachelor,2024-07-01,Machine Intelligence Group,False,High,degree required
3431,Data Analyst,160089,FL,Switzerland,False,Switzerland,"['Java', 'Git', 'Kubernetes']",PhD,2024-06-02,Cloud AI Solutions,False,High,degree required
3461,Data Analyst,84822,CT,France,False,France,"['Docker', 'Mathematics', 'SQL']",Master,2024-10-14,Advanced Robotics,True,Mid,degree required
3487,Data Analyst,131006,FT,Switzerland,True,Switzerland,"['Mathematics', 'Git', 'Java', 'Hadoop', 'Deep Learning']",Bachelor,2024-07-23,Algorithmic Solutions,False,High,degree required
3499,Data Analyst,64985,PT,Canada,True,Canada,"['Java', 'MLOps', 'R', 'SQL', 'Git']",Master,2025-02-15,Advanced Robotics,True,Mid,degree required
3536,Data Analyst,104156,PT,Austria,False,Austria,"['Python', 'TensorFlow', 'Hadoop', 'Statistics', 'Mathematics']",PhD,2024-05-12,Smart Analytics,True,High,degree required
3560,Data Analyst,51539,PT,China,True,China,"['Hadoop', 'Statistics', 'MLOps', 'Deep Learning']",PhD,2024-11-07,AI Innovations,False,Mid,degree required
3575,Data Analyst,61583,FT,South Korea,False,South Korea,"['R', 'Java', 'Scala', 'Python']",Bachelor,2024-05-17,Cognitive Computing,True,Mid,degree required
3584,Data Analyst,111612,FT,France,True,France,"['PyTorch', 'NLP', 'Deep Learning', 'Data Visualization', 'R']",Associate,2024-03-10,Smart Analytics,False,High,degree required
3604,Data Analyst,54270,FT,Ireland,False,Switzerland,"['PyTorch', 'TensorFlow', 'Data Visualization', 'Computer Vision', 'Mathematics']",Master,2024-05-07,Cognitive Computing,False,Mid,degree required
3625,Data Analyst,161152,FT,Denmark,False,Switzerland,"['Data Visualization', 'Git', 'GCP']",PhD,2024-08-16,Autonomous Tech,False,High,degree required
3638,Data Analyst,51333,FL,Japan,True,Denmark,"['SQL', 'Docker', 'Hadoop', 'Mathematics']",PhD,2024-01-22,TechCorp Inc,True,Mid,degree required
3657,Data Analyst,98483,CT,Austria,True,Austria,"['Spark', 'Linux', 'Azure']",Associate,2024-03-28,TechCorp Inc,False,Mid,degree required
3668,Data Analyst,75483,FT,Australia,True,Denmark,"['Python', 'Git', 'Hadoop', 'Scala', 'GCP']",Associate,2024-05-17,Digital Transformation LLC,True,Mid,degree required
3722,Data Analyst,161264,FT,Norway,True,Norway,"['NLP', 'MLOps', 'Python', 'TensorFlow']",PhD,2024-08-05,Algorithmic Solutions,True,High,degree required
3740,Data Analyst,81394,FT,France,False,France,"['MLOps', 'R', 'Python', 'TensorFlow', 'Hadoop']",Bachelor,2024-10-25,Digital Transformation LLC,True,Mid,degree required
3791,Data Analyst,99196,FL,Sweden,True,United Kingdom,"['Data Visualization', 'Git', 'AWS']",Associate,2024-09-29,Autonomous Tech,False,Mid,degree required
3795,Data Analyst,89123,FT,Australia,True,Switzerland,"['MLOps', 'Azure', 'Mathematics', 'Computer Vision', 'Python']",Bachelor,2024-10-18,Cloud AI Solutions,True,Mid,degree required
3805,Data Analyst,88788,PT,Israel,True,Israel,"['Tableau', 'Kubernetes', 'Linux']",Associate,2024-04-17,DeepTech Ventures,True,Mid,degree required
3807,Data Analyst,135898,FL,Finland,True,Finland,"['NLP', 'R', 'Spark', 'GCP']",Associate,2024-10-09,Cognitive Computing,False,High,degree required
3839,Data Analyst,60556,FL,Netherlands,True,Finland,"['TensorFlow', 'GCP', 'Python', 'R']",Associate,2024-09-11,Autonomous Tech,True,Mid,degree required
3859,Data Analyst,123441,PT,Singapore,True,Singapore,"['AWS', 'MLOps', 'Computer Vision']",Bachelor,2024-05-29,Cognitive Computing,False,High,degree required
3877,Data Analyst,61431,PT,France,False,France,"['Azure', 'Spark', 'Tableau']",PhD,2024-06-06,Advanced Robotics,True,Mid,degree required
3894,Data Analyst,83328,CT,Norway,True,Norway,"['Spark', 'Git', 'Data Visualization', 'Kubernetes', 'GCP']",PhD,2024-03-22,Quantum Computing Inc,False,Mid,degree required
3896,Data Analyst,66095,FT,Finland,True,Finland,"['Java', 'PyTorch', 'Git', 'Hadoop']",Associate,2024-01-09,DataVision Ltd,False,Mid,degree required
3933,Data Analyst,166199,CT,United States,False,Israel,"['Deep Learning', 'Hadoop', 'Spark', 'Docker', 'PyTorch']",Bachelor,2024-05-13,Cognitive Computing,False,High,degree required
3975,Data Analyst,152803,FT,Australia,False,Norway,"['Docker', 'TensorFlow', 'Computer Vision']",Bachelor,2024-05-31,DeepTech Ventures,False,High,degree required
4000,Data Analyst,244488,PT,Germany,False,Germany,"['Git', 'NLP', 'SQL', 'Scala']",Master,2024-03-25,Cognitive Computing,True,High,degree required
4020,Data Analyst,92758,FL,Germany,True,Germany,"['SQL', 'Linux', 'GCP', 'Statistics']",Bachelor,2024-10-08,Neural Networks Co,True,Mid,degree required
4022,Data Analyst,82618,FT,United Kingdom,True,United Kingdom,"['NLP', 'Data Visualization', 'Python', 'Linux']",Master,2024-05-30,Advanced Robotics,True,Mid,degree required
4042,Data Analyst,224309,FT,United Kingdom,False,United Kingdom,"['Computer Vision', 'Tableau', 'Statistics']",Master,2024-01-31,Quantum Computing Inc,True,High,degree required
4066,Data Analyst,157401,FT,India,True,Finland,"['Java', 'SQL', 'Kubernetes']",Associate,2025-03-02,Future Systems,True,High,degree required
4105,Data Analyst,79394,FL,Canada,True,Canada,"['Kubernetes', 'SQL', 'NLP', 'Git', 'Deep Learning']",PhD,2024-12-31,Digital Transformation LLC,True,Mid,degree required
4115,Data Analyst,91598,FL,China,True,China,"['Mathematics', 'Spark', 'R']",PhD,2025-03-04,DataVision Ltd,False,Mid,degree required
4132,Data Analyst,53775,FT,Austria,True,Israel,"['GCP', 'Scala', 'Java', 'Data Visualization', 'Python']",Associate,2024-02-07,AI Innovations,True,Mid,degree required
4193,Data Analyst,136606,PT,Norway,True,Norway,"['Linux', 'TensorFlow', 'Data Visualization', 'Python']",Master,2024-02-06,Autonomous Tech,True,High,degree required
4196,Data Analyst,78025,FT,Switzerland,True,Netherlands,"['TensorFlow', 'MLOps', 'Git', 'SQL']",PhD,2024-08-25,Algorithmic Solutions,True,Mid,degree required
4241,Data Analyst,130978,CT,United Kingdom,True,United Kingdom,"['Kubernetes', 'Linux', 'PyTorch']",Bachelor,2024-08-04,Algorithmic Solutions,False,High,degree required
4250,Data Analyst,56922,CT,Israel,True,Israel,"['Linux', 'Python', 'Kubernetes']",Associate,2024-02-02,Advanced Robotics,True,Mid,degree required
4277,Data Analyst,161808,PT,Switzerland,False,Netherlands,"['SQL', 'Scala', 'Git', 'Azure', 'Spark']",PhD,2024-07-13,Neural Networks Co,True,High,degree required
4304,Data Analyst,336904,CT,United States,False,United States,"['Python', 'TensorFlow', 'Data Visualization', 'PyTorch']",Master,2024-03-02,Predictive Systems,True,High,degree required
4316,Data Analyst,48405,FL,Ireland,True,Ireland,"['PyTorch', 'Python', 'Scala', 'Git']",Master,2024-04-21,Cloud AI Solutions,True,Low,degree required
4358,Data Analyst,103493,CT,United Kingdom,False,United Kingdom,"['Spark', 'SQL', 'Computer Vision', 'GCP']",PhD,2025-03-13,Digital Transformation LLC,True,High,degree required
4381,Data Analyst,91188,CT,Japan,True,Japan,"['Python', 'Kubernetes', 'Linux', 'TensorFlow']",Bachelor,2024-11-09,Cloud AI Solutions,True,Mid,degree required
4394,Data Analyst,64945,CT,Germany,True,Germany,"['Hadoop', 'Kubernetes', 'SQL']",Master,2024-02-21,Autonomous Tech,True,Mid,degree required
4410,Data Analyst,159151,FL,Singapore,True,Singapore,"['Kubernetes', 'Scala', 'Azure', 'Hadoop']",Master,2024-02-21,Quantum Computing Inc,False,High,degree required
4430,Data Analyst,159394,CT,Japan,False,Ireland,"['Python', 'SQL', 'Tableau', 'Git', 'Data Visualization']",Associate,2024-04-19,Digital Transformation LLC,True,High,degree required
4474,Data Analyst,118129,FT,France,False,France,"['Git', 'SQL', 'NLP']",Associate,2024-10-13,DeepTech Ventures,True,High,degree required
4493,Data Analyst,71676,FT,Germany,True,Germany,"['Python', 'Spark', 'Linux', 'Scala', 'SQL']",Associate,2024-09-29,TechCorp Inc,True,Mid,degree required
4495,Data Analyst,113285,PT,South Korea,True,South Korea,"['SQL', 'MLOps', 'Scala', 'Azure']",Master,2024-07-09,TechCorp Inc,True,High,degree required
4520,Data Analyst,136675,CT,Netherlands,False,Netherlands,"['Mathematics', 'Python', 'Deep Learning', 'Linux']",Associate,2024-08-15,Future Systems,True,High,degree required
4560,Data Analyst,105606,PT,Finland,False,Finland,"['Linux', 'Git', 'Mathematics', 'NLP']",Master,2024-04-12,Cognitive Computing,False,High,degree required
4586,Data Analyst,51332,PT,Ireland,True,India,"['NLP', 'Mathematics', 'Python']",Bachelor,2024-09-02,DataVision Ltd,True,Mid,degree required
4589,Data Analyst,64661,FL,Singapore,True,Singapore,"['MLOps', 'Kubernetes', 'AWS', 'Computer Vision', 'Data Visualization']",Bachelor,2024-02-21,TechCorp Inc,False,Mid,degree required
4608,Data Analyst,104993,CT,Germany,True,Germany,"['SQL', 'Kubernetes', 'Data Visualization']",Associate,2024-09-20,Cloud AI Solutions,True,High,degree required
4613,Data Analyst,177602,CT,Netherlands,True,Netherlands,"['Hadoop', 'TensorFlow', 'NLP', 'Mathematics']",Bachelor,2025-01-03,Quantum Computing Inc,False,High,degree required
4641,Data Analyst,36947,PT,Israel,True,United States,"['Linux', 'Python', 'Mathematics']",Associate,2025-01-19,Advanced Robotics,True,Low,degree required
4669,Data Analyst,86915,FT,Japan,True,France,"['Kubernetes', 'SQL', 'Java', 'PyTorch']",Associate,2024-07-26,Quantum Computing Inc,True,Mid,degree required
4672,Data Analyst,91410,FT,India,False,India,"['GCP', 'Git', 'NLP', 'Computer Vision', 'Python']",Associate,2024-12-21,Cloud AI Solutions,True,Mid,degree required
4733,Data Analyst,117356,FT,Ireland,True,Ireland,"['Spark', 'PyTorch', 'SQL', 'Java', 'Docker']",Bachelor,2024-03-04,Autonomous Tech,True,High,degree required
4738,Data Analyst,70615,FL,France,True,France,"['MLOps', 'Scala', 'Linux', 'Mathematics']",Associate,2024-10-29,AI Innovations,False,Mid,degree required
4743,Data Analyst,64753,PT,Germany,False,Germany,"['Docker', 'Java', 'Data Visualization', 'Python', 'Kubernetes']",Bachelor,2024-03-21,Machine Intelligence Group,True,Mid,degree required
4747,Data Analyst,196902,FT,Denmark,False,Denmark,"['Statistics', 'Java', 'NLP', 'Azure']",Master,2024-01-23,Advanced Robotics,False,High,degree required
4809,Data Analyst,223675,FL,Australia,True,Australia,"['Data Visualization', 'Python', 'TensorFlow', 'Computer Vision', 'MLOps']",Bachelor,2024-08-22,Neural Networks Co,True,High,degree required
4811,Data Analyst,129214,FT,Denmark,True,Denmark,"['Linux', 'TensorFlow', 'PyTorch']",PhD,2024-09-20,Autonomous Tech,False,High,degree required
4823,Data Analyst,58634,PT,India,True,India,"['R', 'Linux', 'Mathematics', 'MLOps']",PhD,2024-12-19,Machine Intelligence Group,False,Mid,degree required
4833,Data Analyst,122001,CT,United States,True,United States,"['Tableau', 'Kubernetes', 'Linux', 'Deep Learning']",PhD,2024-06-05,AI Innovations,True,High,degree required
4874,Data Analyst,62731,FL,Japan,False,Japan,"['NLP', 'PyTorch', 'TensorFlow']",PhD,2024-12-27,Digital Transformation LLC,False,Mid,degree required
4880,Data Analyst,158009,FT,Finland,True,Germany,"['MLOps', 'R', 'GCP', 'Kubernetes', 'Linux']",PhD,2024-06-24,Digital Transformation LLC,False,High,degree required
4892,Data Analyst,107436,FL,United States,False,Japan,"['Java', 'Kubernetes', 'Computer Vision', 'TensorFlow', 'MLOps']",Bachelor,2024-07-30,Advanced Robotics,False,High,degree required
4908,Data Analyst,123622,FT,Japan,True,India,"['Git', 'R', 'Deep Learning', 'Mathematics', 'Hadoop']",Master,2024-05-03,DataVision Ltd,False,High,degree required
4963,Data Analyst,46856,FL,Japan,False,Japan,"['TensorFlow', 'Hadoop', 'Docker', 'Statistics']",Master,2024-12-06,Cognitive Computing,False,Low,degree required
4971,Data Analyst,105527,FT,Switzerland,True,Switzerland,"['Kubernetes', 'Docker', 'Python']",Master,2024-10-24,Cloud AI Solutions,True,High,degree required
4984,Data Analyst,46291,FL,Israel,False,Israel,"['Git', 'Java', 'Data Visualization', 'Python']",Master,2025-02-24,Machine Intelligence Group,True,Low,degree required
5007,Data Analyst,42509,CT,Israel,True,Israel,"['Data Visualization', 'MLOps', 'SQL', 'Computer Vision', 'Kubernetes']",PhD,2024-01-31,Digital Transformation LLC,True,Low,degree required
5046,Data Analyst,106633,PT,United States,True,Norway,"['Kubernetes', 'MLOps', 'Git']",PhD,2024-04-20,Predictive Systems,False,High,degree required
5063,Data Analyst,66941,FT,United States,False,United States,"['Kubernetes', 'Hadoop', 'R']",Bachelor,2024-09-09,Digital Transformation LLC,False,Mid,degree required
5093,Data Analyst,62471,FT,Sweden,True,Sweden,"['Mathematics', 'Git', 'Spark']",PhD,2024-02-24,Smart Analytics,False,Mid,degree required
5111,Data Analyst,110448,FL,United States,True,Israel,"['Kubernetes', 'SQL', 'Hadoop', 'MLOps']",Bachelor,2024-04-03,AI Innovations,True,High,degree required
5112,Data Analyst,92265,CT,United Kingdom,False,United Kingdom,"['SQL', 'Statistics', 'PyTorch', 'Mathematics', 'Java']",Associate,2024-04-08,Machine Intelligence Group,True,Mid,degree required
5133,Data Analyst,100844,FT,Japan,False,United Kingdom,"['Kubernetes', 'PyTorch', 'Python']",PhD,2024-08-20,Quantum Computing Inc,True,High,degree required
5160,Data Analyst,36523,FT,India,False,Switzerland,"['PyTorch', 'Data Visualization', 'SQL', 'MLOps']",Associate,2024-06-04,Neural Networks Co,True,Low,degree required
5173,Data Analyst,83323,PT,Japan,True,Singapore,"['Hadoop', 'Docker', 'Tableau', 'Kubernetes', 'Java']",PhD,2024-05-24,Smart Analytics,True,Mid,degree required
5178,Data Analyst,132353,FL,Norway,True,Netherlands,"['Java', 'Git', 'Scala', 'Mathematics', 'PyTorch']",PhD,2024-10-16,Cloud AI Solutions,False,High,degree required
5221,Data Analyst,67340,FT,Finland,False,Finland,"['SQL', 'Data Visualization', 'Docker']",Master,2024-08-08,Quantum Computing Inc,True,Mid,degree required
5235,Data Analyst,168972,CT,United States,True,United States,"['Docker', 'GCP', 'Data Visualization', 'Tableau', 'Git']",Master,2024-09-05,Future Systems,True,High,degree required
5245,Data Analyst,81232,CT,Israel,False,Israel,"['Statistics', 'Java', 'R', 'SQL', 'Tableau']",Associate,2024-03-08,Algorithmic Solutions,True,Mid,degree required
5262,Data Analyst,98023,CT,Australia,True,Israel,"['Python', 'Hadoop', 'Tableau']",Bachelor,2025-03-26,Cognitive Computing,True,Mid,degree required
5274,Data Analyst,122621,PT,Sweden,True,Sweden,"['Java', 'Kubernetes', 'GCP']",Bachelor,2024-03-25,Predictive Systems,False,High,degree required
5296,Data Analyst,195302,CT,Denmark,False,Denmark,"['Git', 'Linux', 'R', 'Computer Vision']",Master,2025-04-26,Neural Networks Co,False,High,degree required
5317,Data Analyst,55216,CT,Austria,True,Austria,"['Linux', 'Python', 'NLP']",Associate,2024-07-25,Cloud AI Solutions,True,Mid,degree required
5320,Data Analyst,74375,CT,China,False,China,"['Spark', 'Linux', 'Tableau', 'MLOps', 'PyTorch']",Associate,2024-08-08,TechCorp Inc,True,Mid,degree required
5344,Data Analyst,122735,PT,Israel,True,Japan,"['Spark', 'Deep Learning', 'Kubernetes', 'Azure']",Bachelor,2025-03-09,AI Innovations,False,High,degree required
5353,Data Analyst,160445,FT,Sweden,True,Israel,"['Java', 'Kubernetes', 'MLOps', 'R', 'Computer Vision']",Bachelor,2025-04-04,TechCorp Inc,False,High,degree required
5369,Data Analyst,102198,CT,Canada,True,South Korea,"['Linux', 'Mathematics', 'Git', 'Kubernetes', 'PyTorch']",Master,2024-08-19,Algorithmic Solutions,False,High,degree required
5398,Data Analyst,145481,CT,Switzerland,True,South Korea,"['Python', 'Data Visualization', 'Kubernetes', 'Java']",Master,2024-01-18,Digital Transformation LLC,True,High,degree required
5405,Data Analyst,96548,FL,France,False,France,"['Azure', 'Git', 'Tableau', 'Data Visualization']",Bachelor,2024-02-04,AI Innovations,True,Mid,degree required
5409,Data Analyst,70390,FT,Sweden,True,South Korea,"['PyTorch', 'Java', 'Computer Vision', 'GCP']",Master,2025-03-13,DeepTech Ventures,False,Mid,degree required
5414,Data Analyst,68334,FT,China,True,China,"['Deep Learning', 'Statistics', 'Tableau', 'MLOps', 'PyTorch']",PhD,2024-12-03,Cloud AI Solutions,True,Mid,degree required
5417,Data Analyst,77776,PT,Australia,True,Germany,"['SQL', 'Python', 'Kubernetes', 'Linux', 'Scala']",PhD,2024-11-23,Algorithmic Solutions,True,Mid,degree required
5450,Data Analyst,62980,FT,Australia,True,Australia,"['Kubernetes', 'Python', 'Computer Vision', 'TensorFlow', 'Linux']",Associate,2024-12-10,Future Systems,True,Mid,degree required
5505,Data Analyst,63872,PT,United Kingdom,True,South Korea,"['Tableau', 'Computer Vision', 'Python', 'Azure', 'AWS']",Bachelor,2024-04-15,DeepTech Ventures,True,Mid,degree required
5518,Data Analyst,112477,CT,Norway,True,Canada,"['Git', 'AWS', 'Kubernetes', 'Scala', 'Python']",Associate,2024-12-28,DeepTech Ventures,True,High,degree required
5524,Data Analyst,209982,FT,Canada,True,Canada,"['Scala', 'NLP', 'Java', 'Data Visualization']",PhD,2024-09-27,Predictive Systems,False,High,degree required
5528,Data Analyst,188552,CT,Sweden,True,Sweden,"['GCP', 'Data Visualization', 'Tableau', 'Java', 'Deep Learning']",PhD,2024-11-13,Future Systems,True,High,degree required
5588,Data Analyst,68180,PT,Austria,True,Austria,"['SQL', 'Hadoop', 'NLP', 'Python', 'Deep Learning']",PhD,2024-11-11,Autonomous Tech,True,Mid,degree required
5591,Data Analyst,95190,FL,Austria,False,Austria,"['SQL', 'Java', 'Computer Vision', 'Deep Learning']",Bachelor,2025-04-24,Quantum Computing Inc,True,Mid,degree required
5625,Data Analyst,182423,CT,Netherlands,False,Netherlands,"['NLP', 'PyTorch', 'Data Visualization']",Associate,2024-02-04,Cloud AI Solutions,False,High,degree required
5643,Data Analyst,80885,CT,India,True,United States,"['Spark', 'AWS', 'R', 'Hadoop']",Master,2024-04-11,Autonomous Tech,False,Mid,degree required
5704,Data Analyst,112500,FL,United States,True,Germany,"['Java', 'Scala', 'Computer Vision', 'Linux', 'Tableau']",Master,2025-02-07,Cognitive Computing,True,High,degree required
5740,Data Analyst,96275,CT,Finland,True,Israel,"['SQL', 'Linux', 'Hadoop', 'Scala', 'Kubernetes']",Master,2024-05-18,Cloud AI Solutions,True,Mid,degree required
5751,Data Analyst,325119,CT,United States,False,United States,"['PyTorch', 'TensorFlow', 'Linux']",Associate,2025-02-27,DataVision Ltd,False,High,degree required
5775,Data Analyst,136105,PT,France,True,France,"['Kubernetes', 'Python', 'TensorFlow', 'Statistics', 'Git']",Bachelor,2024-01-11,Future Systems,True,High,degree required
5782,Data Analyst,51057,FL,Finland,False,Finland,"['Statistics', 'Scala', 'Tableau', 'Azure']",PhD,2025-03-16,Predictive Systems,True,Mid,degree required
5801,Data Analyst,48152,PT,India,True,India,"['AWS', 'Spark', 'Linux', 'PyTorch']",Master,2025-01-20,Advanced Robotics,False,Low,degree required
5823,Data Analyst,92625,FL,France,True,France,"['PyTorch', 'AWS', 'SQL', 'Scala', 'TensorFlow']",Master,2024-04-24,Digital Transformation LLC,True,Mid,degree required
5833,Data Analyst,103487,FL,Canada,True,Canada,"['Spark', 'Python', 'Linux', 'TensorFlow']",Bachelor,2025-04-20,AI Innovations,True,High,degree required
5865,Data Analyst,48363,PT,Japan,True,Ireland,"['R', 'NLP', 'SQL', 'Docker', 'PyTorch']",Master,2024-10-23,Quantum Computing Inc,True,Low,degree required
5891,Data Analyst,200530,FT,Australia,True,Australia,"['Python', 'Azure', 'MLOps', 'Tableau']",Master,2024-12-11,Advanced Robotics,True,High,degree required
5905,Data Analyst,94754,PT,Ireland,True,Ireland,"['Computer Vision', 'Python', 'Azure', 'R', 'Mathematics']",Master,2024-11-15,Machine Intelligence Group,True,Mid,degree required
5938,Data Analyst,232905,FT,Singapore,True,Singapore,"['Mathematics', 'Deep Learning', 'Tableau', 'TensorFlow']",Associate,2024-08-08,AI Innovations,True,High,degree required
5955,Data Analyst,110484,CT,United Kingdom,True,United Kingdom,"['Mathematics', 'Kubernetes', 'SQL', 'Statistics', 'MLOps']",Bachelor,2024-01-27,Algorithmic Solutions,True,High,degree required
5956,Data Analyst,42445,PT,India,True,India,"['SQL', 'Git', 'Tableau', 'AWS', 'PyTorch']",Bachelor,2024-10-01,Cognitive Computing,True,Low,degree required
5974,Data Analyst,32542,PT,Austria,True,Austria,"['Kubernetes', 'Scala', 'Tableau', 'R', 'GCP']",Bachelor,2024-08-09,Predictive Systems,True,Low,degree required
5977,Data Analyst,95031,FL,Germany,True,Germany,"['Mathematics', 'Python', 'R', 'AWS', 'Kubernetes']",Associate,2024-05-07,Predictive Systems,True,Mid,degree required
5997,Data Analyst,75345,CT,India,False,India,"['NLP', 'Python', 'Data Visualization', 'Deep Learning', 'Linux']",Bachelor,2024-04-30,Cognitive Computing,True,Mid,degree required
6014,Data Analyst,66820,FT,Singapore,False,Singapore,"['Scala', 'NLP', 'GCP', 'Hadoop', 'TensorFlow']",Master,2024-09-12,DeepTech Ventures,False,Mid,degree required
6020,Data Analyst,199374,PT,Australia,True,India,"['Kubernetes', 'Linux', 'Data Visualization', 'Scala', 'SQL']",Master,2024-10-19,Algorithmic Solutions,True,High,degree required
6082,Data Analyst,71297,CT,France,True,France,"['Tableau', 'Statistics', 'Python', 'Spark', 'Kubernetes']",Master,2024-09-20,Advanced Robotics,True,Mid,degree required
6149,Data Analyst,79564,PT,Israel,False,Israel,"['Mathematics', 'TensorFlow', 'Linux', 'AWS', 'Deep Learning']",Bachelor,2025-04-22,Digital Transformation LLC,False,Mid,degree required
6150,Data Analyst,71665,PT,Ireland,True,Ireland,"['Java', 'Linux', 'NLP']",PhD,2024-07-01,Future Systems,False,Mid,degree required
6176,Data Analyst,92409,FT,Singapore,True,Singapore,"['MLOps', 'AWS', 'Kubernetes', 'Python', 'Java']",Associate,2024-04-05,Autonomous Tech,True,Mid,degree required
6181,Data Analyst,96865,FL,Australia,True,Australia,"['AWS', 'TensorFlow', 'Java', 'Hadoop']",Bachelor,2024-03-01,Predictive Systems,False,Mid,degree required
6189,Data Analyst,193277,CT,Sweden,True,Sweden,"['Python', 'Scala', 'Linux', 'TensorFlow', 'Spark']",PhD,2024-03-22,DeepTech Ventures,True,High,degree required
6224,Data Analyst,133631,FT,Switzerland,True,Switzerland,"['Linux', 'Scala', 'Java']",Master,2024-04-23,Predictive Systems,False,High,degree required
